# wavelength normalized_flux flux
3798.9253653490 0.3369528539 800046643675136.0
3798.9313637908 0.4312155813 809898761781248.0
3798.9373622327 0.5011791039 815219488063488.0
3798.9433606745 0.5437357671 818249654599680.0
3798.9493591163 0.5650706037 820082531893248.0
3798.9553575581 0.5739796956 821059100082176.0
3798.9613559999 0.5771323921 821686970613760.0
3798.9673544418 0.5780965900 821297001005056.0
3798.9733528836 0.5783501267 820718522597376.0
3798.9793513254 0.5783792705 820462904934400.0
3798.9853497672 0.5782437169 820835493347328.0
3798.9913482090 0.5777606021 821662945640448.0
3798.9973466509 0.5765695476 822261892251648.0
3799.0033450927 0.5742296001 821525573795840.0
3799.0093435345 0.5703961452 817886595645440.0
3799.0153419763 0.5650481510 809547849531392.0
3799.0213404181 0.5586694724 795847373619200.0
3799.0273388600 0.5522609941 779085055787008.0
3799.0333373018 0.5471144821 764491226677248.0
3799.0393357436 0.5444044182 756755923468288.0
3799.0453341854 0.5447723373 758426195984384.0
3799.0513326272 0.5481010278 768464339861504.0
3799.0573310690 0.5535813929 783292177580032.0
3799.0633295109 0.5600231751 798418649743360.0
3799.0693279527 0.5662454564 810396977987584.0
3799.0753263945 0.5713669718 818087586693120.0
3799.0813248363 0.5748987905 822276387766272.0
3799.0873232781 0.5766641422 824192144506880.0
3799.0933217199 0.5766555211 824331596726272.0
3799.0993201617 0.5749427994 822280280080384.0
3799.1053186036 0.5716804200 817281273692160.0
3799.1113170454 0.5671798168 809042519785472.0
3799.1173154872 0.5619670757 798323690700800.0
3799.1233139290 0.5567549907 786909949329408.0
3799.1293123708 0.5523070156 777217751646208.0
3799.1353108126 0.5492256543 771096282398720.0
3799.1413092544 0.5477342258 769775378628608.0
3799.1473076963 0.5475317334 773074114838528.0
3799.1533061381 0.5477897105 779340002361344.0
3799.1593045799 0.5473276067 785491939033088.0
3799.1653030217 0.5449444100 787433935339520.0
3799.1713014635 0.5398070728 781422121975808.0
3799.1772999053 0.5317393879 766328398938112.0
3799.1832983471 0.5212689401 744804237443072.0
3799.1892967889 0.5093871590 721530480754688.0
3799.1952952307 0.4971070678 700342870212608.0
3799.2012936725 0.4849932860 683227157102592.0
3799.2072921144 0.4728610788 670693771444224.0
3799.2132905562 0.4598077578 661008351756288.0
3799.2192889980 0.4446450373 648567307894784.0
3799.2252874398 0.4266250616 625265164156928.0
3799.2312858816 0.4061507859 587161220939776.0
3799.2372843234 0.3850898588 539830815555584.0
3799.2432827652 0.3664825377 495377199398912.0
3799.2492812070 0.3537517921 464225566720000.0
3799.2552796488 0.3497445925 451996653977600.0
3799.2612780906 0.3559232875 461044875001856.0
3799.2672765324 0.3718887393 492201138192384.0
3799.2732749742 0.3953288839 543304403910656.0
3799.2792734160 0.4224613139 605549251002368.0
3799.2852718578 0.4489380977 663715120676864.0
3799.2912702997 0.4709531015 704280952569856.0
3799.2972687415 0.4861068517 723431339327488.0
3799.3032671833 0.4936659584 725946646659072.0
3799.3092656251 0.4942056589 719023494922240.0
3799.3152640669 0.4889837048 707546402783232.0
