# wavelength normalized_flux flux
3798.9253653490 0.3193098136 506912038715392.0
3798.9313637908 0.4093652304 519200812564480.0
3798.9373622327 0.4765903454 524613075337216.0
3798.9433606745 0.5177588509 527790143176704.0
3798.9493591163 0.5384811030 529275799207936.0
3798.9553575581 0.5469811164 529766767656960.0
3798.9613559999 0.5496171414 529324184698880.0
3798.9673544418 0.5499068762 528025292636160.0
3798.9733528836 0.5494236301 526373844156416.0
3798.9793513254 0.5487800017 525134813200384.0
3798.9853497672 0.5481082973 524861881450496.0
3798.9913482090 0.5471866061 525445325914112.0
3798.9973466509 0.5454763575 526118998245376.0
3799.0033450927 0.5422385152 526123192549376.0
3799.0093435345 0.5367932825 523363038527488.0
3799.0153419763 0.5288892556 516071761117184.0
3799.0213404181 0.5190371196 502620057763840.0
3799.0273388600 0.5085956178 484682764386304.0
3799.0333373018 0.4994635540 467791463317504.0
3799.0393357436 0.4934411731 457733790760960.0
3799.0453341854 0.4915485805 457116691202048.0
3799.0513326272 0.4936516573 464920378343424.0
3799.0573310690 0.4985831610 476966083887104.0
3799.0633295109 0.5046641975 488319930597376.0
3799.0693279527 0.5103162993 495595873632256.0
3799.0753263945 0.5144408809 498731031986176.0
3799.0813248363 0.5164289892 499722766778368.0
3799.0873232781 0.5159177653 500058713751552.0
3799.0933217199 0.5125581638 499304846327808.0
3799.0993201617 0.5060100596 495382131900416.0
3799.1053186036 0.4961872702 485985481654272.0
3799.1113170454 0.4835809615 470360893947904.0
3799.1173154872 0.4694229184 450344937062400.0
3799.1233139290 0.4555382040 429889719107584.0
3799.1293123708 0.4439049200 413127401275392.0
3799.1353108126 0.4360761662 403202369388544.0
3799.1413092544 0.4326622782 401351272038400.0
3799.1473076963 0.4330379204 406993583996928.0
3799.1533061381 0.4353846078 417827504783360.0
3799.1593045799 0.4371215963 429678829502464.0
3799.1653030217 0.4356727648 436404278525952.0
3799.1713014635 0.4293401983 431587439149056.0
3799.1772999053 0.4179048991 413499922579456.0
3799.1832983471 0.4026289938 388216356077568.0
3799.1892967889 0.3856386544 364296475246592.0
3799.1952952307 0.3690120621 345615749873664.0
3799.2012936725 0.3540039955 331664186146816.0
3799.2072921144 0.3406771040 321815054385152.0
3799.2132905562 0.3280037586 316070535626752.0
3799.2192889980 0.3144047866 311577966280704.0
3799.2252874398 0.2986037866 300931044343808.0
3799.2312858816 0.2804873561 278007411376128.0
3799.2372843234 0.2615268900 246815463047168.0
3799.2432827652 0.2444906835 218403683958784.0
3799.2492812070 0.2325991753 199991679254528.0
3799.2552796488 0.2285645444 192988567306240.0
3799.2612780906 0.2338602651 197321853763584.0
3799.2672765324 0.2482899039 214088097464320.0
3799.2732749742 0.2698342891 244628183842816.0
3799.2792734160 0.2948908311 285807491416064.0
3799.2852718578 0.3190547081 325947450458112.0
3799.2912702997 0.3383045724 352024478613504.0
3799.2972687415 0.3500707380 360579717922816.0
