# wavelength normalized_flux flux
3798.9253653490 0.3315082045 579554632531968.0
3798.9313637908 0.4247394196 591416795332608.0
3798.9373622327 0.4941864274 596895026118656.0
3798.9433606745 0.5365986444 599703733403648.0
3798.9493591163 0.5578945958 601282066776064.0
3798.9553575581 0.5666592470 601931345035264.0
3798.9613559999 0.5694860205 601640562327552.0
3798.9673544418 0.5699816696 600550982811648.0
3798.9733528836 0.5697188791 599150353711104.0
3798.9793513254 0.5692772506 598153317318656.0
3798.9853497672 0.5687605605 598057888514048.0
3798.9913482090 0.5679448521 598736828891136.0
3798.9973466509 0.5663275240 599438049411072.0
3799.0033450927 0.5632414743 599053515620352.0
3799.0093435345 0.5580947277 596068379131904.0
3799.0153419763 0.5507040358 588377770426368.0
3799.0213404181 0.5415914139 574543009677312.0
3799.0273388600 0.5320524527 556441735790592.0
3799.0333373018 0.5238662472 539630462042112.0
3799.0393357436 0.5187074955 529883503525888.0
3799.0453341854 0.5175229655 529852163686400.0
3799.0513326272 0.5201884989 538403275800576.0
3799.0573310690 0.5256148105 551561142992896.0
3799.0633295109 0.5322177218 564297230974976.0
3799.0693279527 0.5384778085 573099430903808.0
3799.0753263945 0.5433031717 577572706451456.0
3799.0813248363 0.5460720055 580209950588928.0
3799.0873232781 0.5464478605 580893521477632.0
3799.0933217199 0.5441819677 580246592028672.0
3799.0993201617 0.5390781494 576620767215616.0
3799.1053186036 0.5311486674 568091633254400.0
3799.1113170454 0.5208449142 553978605600768.0
3799.1173154872 0.5091908684 536923324022784.0
3799.1233139290 0.4976943384 517924636852224.0
3799.1293123708 0.4880175925 502139826733056.0
3799.1353108126 0.4814977235 492622246313984.0
3799.1413092544 0.4786766142 490755680370688.0
3799.1473076963 0.4790120018 496841481256960.0
3799.1533061381 0.4808998581 507066691092480.0
3799.1593045799 0.4820585609 518016072679424.0
3799.1653030217 0.4802085898 523749350703104.0
3799.1713014635 0.4738349217 518328162451456.0
3799.1772999053 0.4627126432 500135419183104.0
3799.1832983471 0.4479275839 474910371610624.0
3799.1892967889 0.4313630004 449443027484672.0
3799.1952952307 0.4148990519 428558111473664.0
3799.2012936725 0.3996810298 412824337645568.0
3799.2072921144 0.3857229726 401592192860160.0
3799.2132905562 0.3719696207 394678604136448.0
3799.2192889980 0.3568342972 388210450497536.0
3799.2252874398 0.3390894485 373968640933888.0
3799.2312858816 0.3187635269 345688026120192.0
3799.2372843234 0.2975708179 308287954223104.0
3799.2432827652 0.2785967922 273906942345216.0
3799.2492812070 0.2653966044 251127375331328.0
3799.2552796488 0.2609561933 242322843369472.0
3799.2612780906 0.2668811133 247893466284032.0
3799.2672765324 0.2829157237 268998985908224.0
3799.2732749742 0.3068008222 306546680528896.0
3799.2792734160 0.3345833485 355914376806400.0
3799.2852718578 0.3614942204 403547074068480.0
3799.2912702997 0.3832134498 435166556192768.0
3799.2972687415 0.3969770064 446847390842880.0
3799.3032671833 0.4019720907 443895573905408.0
3799.3092656251 0.3989217009 433641171714048.0
3799.3152640669 0.3893048439 420817305337856.0
3799.3212625087 0.3748204900 405369650151424.0
3799.3272609505 0.3573576681 383323314585600.0
3799.3332593923 0.3392016130 353427087425536.0
3799.3392578341 0.3229603176 323143474348032.0
3799.3452562759 0.3109555325 303352265048064.0
3799.3512547177 0.3043532417 299297480376320.0
3799.3572531595 0.3026305853 308759830200320.0
3799.3632516013 0.3038017174 323403521196032.0
3799.3692500431 0.3053072102 333076425080832.0
3799.3752484849 0.3050394970 333255471529984.0
3799.3812469267 0.3019530483 326339097788416.0
3799.3872453685 0.2960569917 316288438108160.0
3799.3932438103 0.2879904216 305310535254016.0
3799.3992422521 0.2785415845 294138419347456.0
3799.4052406939 0.2683572319 282867485638656.0
3799.4112391357 0.2578772037 271471662333952.0
3799.4172375775 0.2473966914 259943299022848.0
3799.4232360193 0.2371449739 248453087100928.0
3799.4292344611 0.2273198318 237416833089536.0
3799.4352329029 0.2180720070 227327954911232.0
3799.4412313447 0.2094668998 218457387827200.0
3799.4472297865 0.2014554704 210663968342016.0
3799.4532282283 0.1938667922 203512109596672.0
3799.4592266701 0.1864056093 196522721411072.0
3799.4652251119 0.1786262592 189410574336000.0
3799.4712235537 0.1698857087 182073411239936.0
3799.4772219955 0.1593490745 174322303893504.0
3799.4832204373 0.1461661181 165114263109632.0
3799.4892188791 0.1298598348 150737648615424.0
3799.4952173208 0.1107618470 125380656627712.0
3799.5012157626 0.0901717341 92365561790464.0
3799.5072142044 0.0700292113 62594782068736.0
3799.5132126462 0.0522365133 41042745229312.0
3799.5192110880 0.0380329330 27287938400256.0
3799.5252095298 0.0277534995 19579690549248.0
3799.5312079716 0.0210032918 15739831451648.0
3799.5372064134 0.0170429410 13941998616576.0
3799.5432048552 0.0151585314 13194378608640.0
3799.5492032970 0.0149034002 13098369941504.0
3799.5552017388 0.0162089569 13604819566592.0
3799.5612001806 0.0193970191 14978662793216.0
3799.5671986224 0.0251001585 17976510119936.0
3799.5731970642 0.0340621949 24148095008768.0
3799.5791955059 0.0468052338 35661314785280.0
3799.5851939477 0.0632395652 54410684137472.0
3799.5911923895 0.0824128158 81385293348864.0
3799.5971908313 0.1026184019 113514140139520.0
3799.6031892731 0.1219055850 141121149730816.0
3799.6091877149 0.1387394774 158041156616192.0
3799.6151861567 0.1524200605 168611188572160.0
3799.6211845985 0.1630542393 176949917908992.0
3799.6271830403 0.1712158485 184091039236096.0
3799.6331814821 0.1775984324 189914863894528.0
3799.6391799238 0.1828551572 194282761748480.0
3799.6451783656 0.1876076273 197514238099456.0
3799.6511768074 0.1924956567 200479208374272.0
3799.6571752492 0.1981684883 204362898997248.0
3799.6631736910 0.2051997328 210313609740288.0
3799.6691721328 0.2139679538 219148357468160.0
3799.6751705746 0.2245630703 231150492581888.0
3799.6811690163 0.2367662904 245874244452352.0
3799.6871674581 0.2501202531 262189113933824.0
3799.6931658999 0.2640668541 278685831659520.0
3799.6991643417 0.2780986031 294352697950208.0
3799.7051627835 0.2918623420 308903208288256.0
3799.7111612253 0.3051749388 322557110648832.0
3799.7171596671 0.3179423461 335695616933888.0
3799.7231581088 0.3299960036 348634474348544.0
3799.7291565506 0.3408752559 361583599419392.0
3799.7351549924 0.3496165593 374459810709504.0
3799.7411534342 0.3546740074 386370694545408.0
3799.7471518760 0.3541450572 394676557316096.0
3799.7531503178 0.3464046463 393798672711680.0
3799.7591487595 0.3310016551 376236685656064.0
3799.7651472013 0.3093771119 339389121036288.0
3799.7711456431 0.2849177613 293025116848128.0
3799.7771440849 0.2622152184 252726160130048.0
3799.7831425267 0.2459081692 226984810512384.0
3799.7891409684 0.2396775075 216653199572992.0
3799.7951394102 0.2456833416 221098306174976.0
3799.8011378520 0.2643287388 241568069976064.0
3799.8071362938 0.2941564358 280837593497600.0
3799.8131347356 0.3319498409 338219379982336.0
3799.8191331773 0.3732997199 402672779788288.0
3799.8251316191 0.4136753061 457804087296000.0
3799.8311300609 0.4495783065 496544524533760.0
3799.8371285027 0.4791652158 522733892927488.0
3799.8431269445 0.5020367626 542308642586624.0
3799.8491253862 0.5184210905 557940511604736.0
3799.8551238280 0.5282751336 570472857075712.0
3799.8611222698 0.5307787436 579235194339328.0
3799.8671207116 0.5244838569 581876934770688.0
3799.8731191533 0.5081387251 572159571263488.0
3799.8791175951 0.4819029587 541437535977472.0
3799.8851160369 0.4483522363 486871821975552.0
3799.8911144787 0.4126118380 420437032960000.0
3799.8971129204 0.3813568201 362750354128896.0
3799.9031113622 0.3610450632 327633627774976.0
3799.9091098040 0.3561046063 318886255788032.0
3799.9151082458 0.3676732828 337035210522624.0
3799.9211066875 0.3931873743 382190516961280.0
3799.9271051293 0.4269625668 448280802623488.0
3799.9331035711 0.4617882695 516037636259840.0
3799.9391020129 0.4911712314 561541707464704.0
3799.9451004546 0.5113514916 576009942335488.0
3799.9510988964 0.5221249163 568939687968768.0
3799.9570973382 0.5261109022 555069091086336.0
3799.9630957800 0.5269738808 545089600356352.0
3799.9690942217 0.5275720593 544013476167680.0
3799.9750926635 0.5288408511 551984700588032.0
3799.9810911053 0.5297202643 564832222838784.0
3799.9870895470 0.5279770478 574861709672448.0
3799.9930879888 0.5214891144 573589929590784.0
3799.9990864306 0.5094406839 556537466585088.0
3800.0050848723 0.4929401455 526596276486144.0
3800.0110833141 0.4748406064 492334147960832.0
3800.0170817559 0.4589110704 462942311022592.0
3800.0230801977 0.4487586251 444654440939520.0
3800.0290786394 0.4468966723 440359775633408.0
3800.0350770812 0.4541584855 450723229728768.0
3800.0410755230 0.4694715856 474871817568256.0
3800.0470739647 0.4899730799 509916401893376.0
3800.0530724065 0.5115105672 549786046431232.0
3800.0590708483 0.5295694224 584861265952768.0
3800.0650692900 0.5404890193 604486515032064.0
3800.0710677318 0.5425691705 602546330664960.0
3800.0770661736 0.5365681594 581949009690624.0
3800.0830646153 0.5253324946 553066092822528.0
3800.0890630571 0.5127764470 527264143900672.0
3800.0950614989 0.5027944322 511099866710016.0
3800.1010599406 0.4986209777 504458572201984.0
3800.1070583824 0.5026777865 503874557313024.0
3800.1130568242 0.5164856738 510535279837184.0
3800.1190552659 0.5402461474 533636130537472.0
3800.1250537077 0.5722453324 580903722024960.0
3800.1310521495 0.6087449486 645311655575552.0
3800.1370505912 0.6448714843 705188801282048.0
3800.1430490330 0.6762303659 743759419539456.0
3800.1490474747 0.7003148162 762090742611968.0
3800.1550459165 0.7169138306 769525129674752.0
3800.1610443583 0.7274841007 772981705932800.0
3800.1670428000 0.7340883288 775435138891776.0
3800.1730412418 0.7385385282 777899846139904.0
3800.1790396836 0.7419927182 780796935798784.0
3800.1850381253 0.7448889434 784376052842496.0
3800.1910365671 0.7469972248 788554854694912.0
3800.1970350088 0.7474658119 792683459117056.0
3800.2030334506 0.7448818326 795444451999744.0
3800.2090318924 0.7374669705 794660486250496.0
3800.2150303341 0.7235425373 786773449900032.0
3800.2210287759 0.7022859339 766699041193984.0
3800.2270272176 0.6745683479 730091222990848.0
3800.2330256594 0.6434407162 678688718848000.0
3800.2390241012 0.6138324333 623544559992832.0
3800.2450225429 0.5913441933 580251826520064.0
3800.2510209847 0.5804953680 560522223157248.0
3800.2570194264 0.5831232855 568921434357760.0
3800.2630178682 0.5976310092 602999785259008.0
3800.2690163099 0.6194594542 652444254076928.0
3800.2750147517 0.6426566525 700099197927424.0
3800.2810131935 0.6619186106 730210139897856.0
3800.2870116352 0.6742269018 738072882839552.0
3800.2930100770 0.6794051473 730112966262784.0
3800.2990085187 0.6794899734 716554090053632.0
3800.3050069605 0.6773976711 705555014352896.0
3800.3110054022 0.6756003353 701253269061632.0
3800.3170038440 0.6753394457 703891184287744.0
3800.3230022857 0.6765221371 710817423032320.0
3800.3290007275 0.6781300482 718155575984128.0
3800.3349991693 0.6788472755 722681196445696.0
3800.3409976110 0.6776577432 722771793412096.0
3800.3469960528 0.6742721724 717891502604288.0
3800.3529944945 0.6693221698 708011064557568.0
3800.3589929363 0.6642772190 694770284363776.0
3800.3649913780 0.6610631273 682953621372928.0
3800.3709898198 0.6614586562 678684759425024.0
3800.3769882615 0.6664841195 685178078887936.0
3800.3829867033 0.6760364080 700889471909888.0
3800.3889851450 0.6888899535 721595240808448.0
3800.3949835868 0.7029671086 743358041423872.0
3800.4009820285 0.7156754553 763592102117376.0
3800.4069804703 0.7242088315 780373478866944.0
3800.4129789120 0.7259102920 790976075399168.0
3800.4189773538 0.7188788459 790325723398144.0
3800.4249757955 0.7028239797 771596578979840.0
3800.4309742373 0.6798241531 731751026524160.0
3800.4369726790 0.6544291083 679964055699456.0
3800.4429711208 0.6327256207 630815671189504.0
3800.4489695625 0.6205210237 602483785203712.0
3800.4549680043 0.6213399542 603536656171008.0
3800.4609664460 0.6351079945 633786513489920.0
3800.4669648878 0.6580966478 684314991788032.0
3800.4729633295 0.6840976461 738426882097152.0
3800.4789617713 0.7062035129 779123576274944.0
3800.4849602130 0.7183364854 798740570963968.0
3800.4909586548 0.7159833019 799109334171648.0
3800.4969570965 0.6962860381 783288083939328.0
3800.5029555382 0.6581475200 750996439433216.0
3800.5089539800 0.6028086117 687586884452352.0
3800.5149524217 0.5345543776 589572710858752.0
3800.5209508635 0.4606185392 470930178441216.0
3800.5269493052 0.3897187439 362904368971776.0
3800.5329477470 0.3297519069 288748772261888.0
