# wavelength normalized_flux flux
3798.9253653490 0.2963378571 1113035003396096.0
3798.9313637908 0.3788309518 1118780461678592.0
3798.9373622327 0.4398597771 1122850412953600.0
3798.9433606745 0.4768581676 1125850447609856.0
3798.9493591163 0.4954054890 1128185097879552.0
3798.9553575581 0.5032903506 1130625981480960.0
3798.9613559999 0.5063474700 1132067614097408.0
3798.9673544418 0.5076383203 1133223228735488.0
3798.9733528836 0.5083789375 1134295359946752.0
3798.9793513254 0.5089384025 1135500769361920.0
3798.9853497672 0.5093678147 1136927906463744.0
3798.9913482090 0.5095893062 1138419199639552.0
3798.9973466509 0.5094588285 1139535622701056.0
3799.0033450927 0.5088171774 1139540722974720.0
3799.0093435345 0.5075638466 1137485312688128.0
3799.0153419763 0.5057431331 1132424230600704.0
3799.0213404181 0.5036041991 1124323989389312.0
3799.0273388600 0.5015903874 1114886469844992.0
3799.0333373018 0.5002381065 1107603815923712.0
3799.0393357436 0.5000131814 1104809402826752.0
3799.0453341854 0.5011525751 1108235712987136.0
3799.0513326272 0.5035831852 1117115222327296.0
3799.0573310690 0.5069529321 1129148378513408.0
3799.0633295109 0.5107548523 1141567947538432.0
3799.0693279527 0.5144842062 1152198394249216.0
3799.0753263945 0.5177625431 1160076706447360.0
3799.0813248363 0.5203897669 1165363274317824.0
3799.0873232781 0.5223256486 1168755761610752.0
3799.0933217199 0.5236322459 1170899218726912.0
3799.0993201617 0.5244153763 1172131740123136.0
3799.1053186036 0.5247894792 1172544862289920.0
3799.1113170454 0.5248689648 1172179521634304.0
3799.1173154872 0.5247733877 1171195839905792.0
3799.1233139290 0.5246292757 1169944528027648.0
3799.1293123708 0.5245568271 1168922728464384.0
3799.1353108126 0.5246402406 1168641542324224.0
3799.1413092544 0.5248909554 1169730182316032.0
3799.1473076963 0.5252192715 1171599835267072.0
3799.1533061381 0.5254299112 1174043000569856.0
3799.1593045799 0.5252517915 1176032107298816.0
3799.1653030217 0.5244021473 1176170619994112.0
3799.1713014635 0.5226702853 1173127367229440.0
3799.1772999053 0.5199907486 1166264277925888.0
3799.1832983471 0.5164687530 1156066549170176.0
3799.1892967889 0.5123307167 1143990309093376.0
3799.1952952307 0.5078013054 1131878098665472.0
3799.2012936725 0.5029494568 1121279461556224.0
3799.2072921144 0.4975824617 1113845410037760.0
3799.2132905562 0.4912719611 1105390230044672.0
3799.2192889980 0.4835478779 1093137493655552.0
3799.2252874398 0.4742083739 1072308781318144.0
3799.2312858816 0.4636147153 1041277441277952.0
3799.2372843234 0.4528215421 1005492310638592.0
3799.2432827652 0.4434510491 969183932186624.0
3799.2492812070 0.4373236345 942834106499072.0
3799.2552796488 0.4359564378 933186401992704.0
3799.2612780906 0.4400948288 943878320422912.0
3799.2672765324 0.4494368033 974684040462336.0
3799.2732749742 0.4626540429 1020642270904320.0
3799.2792734160 0.4777199019 1072328712650752.0
3799.2852718578 0.4924426489 1118809519816704.0
3799.2912702997 0.5050124068 1152397304922112.0
3799.2972687415 0.5143594939 1171395019014144.0
3799.3032671833 0.5202154741 1178804911341568.0
3799.3092656251 0.5229183486 1179097103335424.0
3799.3152640669 0.5231154960 1175614019076096.0
3799.3212625087 0.5215263212 1169548988383232.0
3799.3272609505 0.5188414420 1160521101344768.0
3799.3332593923 0.5157239409 1150785618444288.0
3799.3392578341 0.5128128597 1138222033797120.0
3799.3452562759 0.5106485876 1129278838145024.0
3799.3512547177 0.5095293047 1127174975258624.0
3799.3572531595 0.5093956395 1131624024506368.0
3799.3632516013 0.5098454176 1138894733049856.0
3799.3692500431 0.5102908570 1144451481206784.0
3799.3752484849 0.5101671481 1145646555856896.0
3799.3812469267 0.5090754950 1142457408421888.0
3799.3872453685 0.5068072377 1137883402469376.0
3799.3932438103 0.5032809007 1129391044165632.0
3799.3992422521 0.4984629178 1118996820656128.0
3799.4052406939 0.4923266429 1106166545383424.0
3799.4112391357 0.4848650688 1090001899094016.0
3799.4172375775 0.4761365690 1069715560595456.0
3799.4232360193 0.4663010826 1045403898216448.0
3799.4292344611 0.4556042489 1019279625420800.0
3799.4352329029 0.4442898626 991541854208000.0
3799.4412313447 0.4324543799 965076936818688.0
3799.4472297865 0.4198842632 940228067983360.0
3799.4532282283 0.4059297202 915831110238208.0
3799.4592266701 0.3894772212 888126826348544.0
