# wavelength normalized_flux flux
3798.9253653490 0.1041678470 615665172480.0
3798.9313637908 0.1335206472 627500056576.0
3798.9373622327 0.1554606627 634357350400.0
3798.9433606745 0.1689917066 638247305216.0
3798.9493591163 0.1760054590 640241565696.0
3798.9553575581 0.1792326575 641490944000.0
3798.9613559999 0.1807574922 643212509184.0
3798.9673544418 0.1816786744 646149177344.0
3798.9733528836 0.1824053054 649987293184.0
3798.9793513254 0.1830198144 653362331648.0
3798.9853497672 0.1835019238 655109718016.0
3798.9913482090 0.1838257011 655525216256.0
3798.9973466509 0.1839820216 655809249280.0
3799.0033450927 0.1839691359 656131096576.0
3799.0093435345 0.1837845051 655873409024.0
3799.0153419763 0.1834349017 655008727040.0
3799.0213404181 0.1829563356 653144555520.0
3799.0273388600 0.1824164158 648189771776.0
3799.0333373018 0.1818786673 643965452288.0
3799.0393357436 0.1813360630 645519048704.0
3799.0453341854 0.1806321204 645740429312.0
3799.0513326272 0.1793671582 643880517632.0
3799.0573310690 0.1768026941 641778188288.0
3799.0633295109 0.1719083534 638699634688.0
3799.0693279527 0.1638304013 633162432512.0
3799.0753263945 0.1528479648 616936046592.0
3799.0813248363 0.1411898823 522568433664.0
3799.0873232781 0.1326062634 323006136320.0
3799.0933217199 0.1303621031 279406346240.0
3799.0993201617 0.1350276676 444360130560.0
3799.1053186036 0.1440646149 584550842368.0
3799.1113170454 0.1536125006 606776524800.0
3799.1173154872 0.1608023398 605597401088.0
3799.1233139290 0.1647663252 601621266432.0
3799.1293123708 0.1661076176 597495578624.0
3799.1353108126 0.1658473653 593270996992.0
3799.1413092544 0.1647374412 588364775424.0
3799.1473076963 0.1630775700 582980534272.0
3799.1533061381 0.1607756005 577434222592.0
3799.1593045799 0.1574800410 571549351936.0
3799.1653030217 0.1528274745 564694614016.0
3799.1713014635 0.1468565495 552894595072.0
3799.1772999053 0.1403830323 512756514816.0
3799.1832983471 0.1349022029 428922175488.0
3799.1892967889 0.1318303974 391520419840.0
3799.1952952307 0.1315689801 445705420800.0
3799.2012936725 0.1332069999 500651753472.0
3799.2072921144 0.1351274464 507364835328.0
3799.2132905562 0.1359281414 500847771648.0
3799.2192889980 0.1349139027 494741389312.0
3799.2252874398 0.1320160608 485914017792.0
3799.2312858816 0.1275252334 466485673984.0
3799.2372843234 0.1219806112 443339472896.0
3799.2432827652 0.1162029971 414649286656.0
3799.2492812070 0.1112355105 371608682496.0
3799.2552796488 0.1080337960 344737382400.0
3799.2612780906 0.1070226722 351048663040.0
3799.2672765324 0.1078432624 378851360768.0
3799.2732749742 0.1095174885 404130562048.0
3799.2792734160 0.1109200182 413574135808.0
