# wavelength normalized_flux flux
3798.9253653490 0.2538117410 1332566619586560.0
3798.9313637908 0.3243709829 1336851923206144.0
3798.9373622327 0.3765300154 1340514859220992.0
3798.9433606745 0.4081400292 1343731923943424.0
3798.9493591163 0.4240263121 1346607136112640.0
3798.9553575581 0.4308839281 1349461812969472.0
3798.9613559999 0.4337041664 1351869947445248.0
3798.9673544418 0.4350777988 1355666295881728.0
3798.9733528836 0.4360061740 1357906792415232.0
3798.9793513254 0.4367790423 1360162052898816.0
3798.9853497672 0.4374466766 1362434224816128.0
3798.9913482090 0.4379893717 1364610296840192.0
3798.9973466509 0.4383651014 1366436597465088.0
3799.0033450927 0.4385327629 1367522553102336.0
3799.0093435345 0.4384798166 1367416252661760.0
3799.0153419763 0.4382503164 1365824430407680.0
3799.0213404181 0.4379580427 1362954318512128.0
3799.0273388600 0.4377725773 1359754299441152.0
3799.0333373018 0.4378793380 1359148574834688.0
3799.0393357436 0.4384280441 1359585721974784.0
3799.0453341854 0.4394886642 1363162087555072.0
3799.0513326272 0.4410300400 1369540785078272.0
3799.0573310690 0.4429288405 1377633711423488.0
3799.0633295109 0.4450061869 1386106473938944.0
3799.0693279527 0.4470777880 1393851373715456.0
3799.0753263945 0.4489979306 1400276913225728.0
3799.0813248363 0.4506831036 1405489795563520.0
3799.0873232781 0.4521128085 1409402108116992.0
3799.0933217199 0.4533142746 1412534749888512.0
3799.0993201617 0.4543401072 1415177094299648.0
3799.1053186036 0.4552460171 1417493558067200.0
3799.1113170454 0.4560744173 1419568698359808.0
3799.1173154872 0.4568490117 1423122381144064.0
3799.1233139290 0.4575809583 1424932307206144.0
3799.1293123708 0.4582787505 1426741293744128.0
3799.1353108126 0.4589506932 1428640608813056.0
3799.1413092544 0.4595964624 1430756953948160.0
3799.1473076963 0.4601948945 1433046439952384.0
3799.1533061381 0.4606982330 1435330825682944.0
3799.1593045799 0.4610383311 1437248931233792.0
3799.1653030217 0.4611436690 1438307103801344.0
3799.1713014635 0.4609604595 1438020012081152.0
3799.1772999053 0.4604677118 1436093585031168.0
3799.1832983471 0.4596774952 1432612379820032.0
3799.1892967889 0.4586181246 1429635296395264.0
3799.1952952307 0.4573051239 1424821980233728.0
3799.2012936725 0.4557099871 1420278173270016.0
3799.2072921144 0.4537428221 1415939450994688.0
3799.2132905562 0.4512697302 1410726031785984.0
3799.2192889980 0.4481773789 1402742224453632.0
3799.2252874398 0.4444711999 1390273129086976.0
3799.2312858816 0.4403660027 1373123727327232.0
3799.2372843234 0.4363202209 1354417131487232.0
3799.2432827652 0.4329830548 1335835089698816.0
3799.2492812070 0.4310567328 1323026423480320.0
3799.2552796488 0.4311103783 1319791239364608.0
3799.2612780906 0.4334058852 1328156627697664.0
3799.2672765324 0.4377990942 1347646786633728.0
3799.2732749742 0.4437567560 1375102365073408.0
3799.2792734160 0.4504882432 1405403493564416.0
3799.2852718578 0.4571470336 1433170859786240.0
3799.2912702997 0.4630299269 1454688243286016.0
3799.2972687415 0.4677061618 1468856669306880.0
3799.3032671833 0.4710438532 1476714446192640.0
3799.3092656251 0.4731488066 1480290409119744.0
3799.3152640669 0.4742638213 1481284828266496.0
3799.3212625087 0.4746783418 1480681788014592.0
3799.3272609505 0.4746737620 1478868238073856.0
3799.3332593923 0.4745001174 1476240254959616.0
3799.3392578341 0.4743648424 1474936732385280.0
3799.3452562759 0.4744179232 1473698036973568.0
3799.3512547177 0.4747317124 1474723728850944.0
3799.3572531595 0.4752870880 1477909655060480.0
3799.3632516013 0.4759812527 1482160733159424.0
3799.3692500431 0.4766615963 1486011305558016.0
3799.3752484849 0.4771718176 1488494467743744.0
3799.3812469267 0.4773871555 1489365003927552.0
3799.3872453685 0.4772239153 1488860076834816.0
3799.3932438103 0.4766266126 1487232821100544.0
3799.3992422521 0.4755491037 1484413175070720.0
3799.4052406939 0.4739464907 1480057407143936.0
3799.4112391357 0.4717853075 1473562208632832.0
3799.4172375775 0.4690666093 1465414789890048.0
3799.4232360193 0.4658441097 1453807640772608.0
3799.4292344611 0.4622118057 1440519280394240.0
3799.4352329029 0.4582376821 1426880745963520.0
3799.4412313447 0.4538310138 1414102815604736.0
3799.4472297865 0.4485460959 1402519423025152.0
3799.4532282283 0.4413579785 1391067026948096.0
3799.4592266701 0.4305268667 1376966515097600.0
3799.4652251119 0.4137789319 1354995207241728.0
3799.4712235537 0.3890221854 1311225463963648.0
3799.4772219955 0.3554950249 1215969531789312.0
3799.4832204373 0.3147138305 1030734437416960.0
3799.4892188791 0.2703998030 797124522409984.0
3799.4952173208 0.2271809572 628110579990528.0
3799.5012157626 0.1888571739 518089858875392.0
3799.5072142044 0.1573528650 434989254574080.0
3799.5132126462 0.1328075095 370426769309696.0
3799.5192110880 0.1143556593 321571247882240.0
3799.5252095298 0.1008911191 286015159795712.0
3799.5312079716 0.0914701632 261383673348096.0
3799.5372064134 0.0854120718 245705096560640.0
