# wavelength normalized_flux flux
3798.9253653490 0.0028228160 1152670336.0
3798.9313637908 0.0037528334 1372161792.0
3798.9373622327 0.0045457311 1519890560.0
3798.9433606745 0.0051428261 1621961472.0
3798.9493591163 0.0055606595 1689844864.0
3798.9553575581 0.0058514133 1739056768.0
3798.9613559999 0.0060649690 1786322560.0
3798.9673544418 0.0062327941 1836801280.0
3798.9733528836 0.0063691464 1882560768.0
3798.9793513254 0.0064785432 1915960960.0
3798.9853497672 0.0065624992 1936948736.0
3798.9913482090 0.0066230263 1947591808.0
3798.9973466509 0.0066630806 1957433984.0
3799.0033450927 0.0066855140 1964540416.0
3799.0093435345 0.0066920967 1966305664.0
3799.0153419763 0.0066831991 1963125120.0
3799.0213404181 0.0066578374 1958603520.0
3799.0273388600 0.0066135342 1947589632.0
3799.0333373018 0.0065454656 1931244032.0
3799.0393357436 0.0064442645 1908547328.0
3799.0453341854 0.0062920233 1878152448.0
3799.0513326272 0.0060576006 1838956928.0
3799.0573310690 0.0056962220 1782588160.0
3799.0633295109 0.0051627269 1693767296.0
3799.0693279527 0.0044451948 1542380544.0
3799.0753263945 0.0036082111 1247201536.0
3799.0813248363 0.0028108262 621812032.0
3799.0873232781 0.0022631864 63718116.0
3799.0933217199 0.0021279894 25933844.0
3799.0993201617 0.0024286777 330533664.0
3799.1053186036 0.0030348061 1017841408.0
3799.1113170454 0.0037368252 1351162880.0
3799.1173154872 0.0043518342 1482703616.0
3799.1233139290 0.0047875697 1533856896.0
3799.1293123708 0.0050395854 1552937728.0
3799.1353108126 0.0051497669 1551115136.0
3799.1413092544 0.0051664031 1537211264.0
3799.1473076963 0.0051243183 1515675392.0
3799.1533061381 0.0050415638 1492163712.0
3799.1593045799 0.0049236036 1461427840.0
3799.1653030217 0.0047706578 1426521984.0
3799.1713014635 0.0045873195 1386933248.0
3799.1772999053 0.0043908280 1312206592.0
3799.1832983471 0.0042102476 1155646336.0
3799.1892967889 0.0040728063 1058364032.0
3799.1952952307 0.0039864448 1142587904.0
3799.2012936725 0.0039345599 1192619136.0
3799.2072921144 0.0038882766 1175020288.0
3799.2132905562 0.0038245354 1141475072.0
3799.2192889980 0.0037351132 1103901824.0
3799.2252874398 0.0036235502 1065676800.0
3799.2312858816 0.0034974629 1026613760.0
3799.2372843234 0.0033634098 986047552.0
3799.2432827652 0.0032256671 944240192.0
3799.2492812070 0.0030867752 900974144.0
3799.2552796488 0.0029479788 859551232.0
3799.2612780906 0.0028092139 821799744.0
3799.2672765324 0.0026691039 783779712.0
3799.2732749742 0.0025252271 743460160.0
3799.2792734160 0.0023744156 701156608.0
3799.2852718578 0.0022127914 656277696.0
3799.2912702997 0.0020357448 609263296.0
