# wavelength normalized_flux flux
3798.9253653490 0.0145187665 14139588608.0
3798.9313637908 0.0188602961 15261626368.0
3798.9373622327 0.0222822680 15965312000.0
3798.9433606745 0.0245857584 16401009664.0
3798.9493591163 0.0259728628 16662610944.0
3798.9553575581 0.0267892802 16851106816.0
3798.9613559999 0.0273175648 17067838464.0
3798.9673544418 0.0277140128 17338931200.0
3798.9733528836 0.0280377093 17606412288.0
3798.9793513254 0.0282999288 17798651904.0
3798.9853497672 0.0284996463 17891102720.0
3798.9913482090 0.0286392771 17923747840.0
3798.9973466509 0.0287258670 17965889536.0
3799.0033450927 0.0287664734 18013435904.0
3799.0093435345 0.0287649946 18019028992.0
3799.0153419763 0.0287225094 17980256256.0
3799.0213404181 0.0286388747 17926191104.0
3799.0273388600 0.0285128294 17854291968.0
3799.0333373018 0.0283389517 17752381440.0
3799.0393357436 0.0280991745 17623967744.0
3799.0453341854 0.0277448189 17465614336.0
3799.0513326272 0.0271681974 17308266496.0
3799.0573310690 0.0261794967 17095323648.0
3799.0633295109 0.0245348691 16733099008.0
3799.0693279527 0.0220724453 16090137600.0
3799.0753263945 0.0189423698 14614136832.0
3799.0813248363 0.0157662076 9507512320.0
3799.0873232781 0.0134915538 2080361344.0
3799.0933217199 0.0129071264 1201174784.0
3799.0993201617 0.0141419500 6112254976.0
3799.1053186036 0.0165768993 12866787328.0
3799.1113170454 0.0192504662 14665888768.0
3799.1173154872 0.0214012730 15050881024.0
3799.1233139290 0.0227380752 15071124480.0
3799.1293123708 0.0233530757 14996063232.0
3799.1353108126 0.0234840267 14879905792.0
3799.1413092544 0.0233372810 14700818432.0
3799.1473076963 0.0230290184 14479333376.0
3799.1533061381 0.0225954875 14234543104.0
3799.1593045799 0.0220218451 13966733312.0
3799.1653030217 0.0212795138 13675474944.0
3799.1713014635 0.0203781979 13307061248.0
3799.1772999053 0.0194133120 12489574400.0
3799.1832983471 0.0185589912 10555464704.0
3799.1892967889 0.0179813803 9473709056.0
3799.1952952307 0.0177281983 10718023680.0
3799.2012936725 0.0176947798 11619888128.0
3799.2072921144 0.0177001927 11556101120.0
3799.2132905562 0.0175997796 11276132352.0
3799.2192889980 0.0173405809 10967172096.0
3799.2252874398 0.0169414097 10664697856.0
3799.2312858816 0.0164461853 10350539776.0
3799.2372843234 0.0158958783 9991482368.0
3799.2432827652 0.0153248087 9574942720.0
3799.2492812070 0.0147634731 9107543040.0
3799.2552796488 0.0142346648 8723875840.0
3799.2612780906 0.0137449946 8504390144.0
3799.2672765324 0.0132817203 8329100288.0
3799.2732749742 0.0128194397 8087256064.0
3799.2792734160 0.0123308156 7778343424.0
3799.2852718578 0.0117923016 7439555584.0
3799.2912702997 0.0111826452 7094043136.0
3799.2972687415 0.0104795747 6738060800.0
3799.3032671833 0.0096591353 6316271104.0
3799.3092656251 0.0086962753 5663986176.0
3799.3152640669 0.0075678959 4802464768.0
3799.3212625087 0.0062704795 4381022208.0
3799.3272609505 0.0048587045 3823024640.0
3799.3332593923 0.0034782421 1649453952.0
3799.3392578341 0.0023467332 45480592.0
3799.3452562759 0.0016734233 848563.5
3799.3512547177 0.0015643801 1138187.0
3799.3572531595 0.0019706569 83971696.0
3799.3632516013 0.0027038593 1798301312.0
3799.3692500431 0.0035106107 3076051712.0
3799.3752484849 0.0041717367 3296328448.0
3799.3812469267 0.0045735321 3276849920.0
3799.3872453685 0.0047143490 3166696448.0
3799.3932438103 0.0046586561 3017483264.0
3799.3992422521 0.0044829401 2848253184.0
3799.4052406939 0.0042453889 2667788288.0
3799.4112391357 0.0039808674 2486853120.0
3799.4172375775 0.0037075067 2309944064.0
3799.4232360193 0.0034341130 2136577664.0
3799.4292344611 0.0031649421 1966541312.0
3799.4352329029 0.0029021908 1800660096.0
3799.4412313447 0.0026471506 1639556736.0
3799.4472297865 0.0024006627 1484996864.0
3799.4532282283 0.0021632693 1336956288.0
3799.4592266701 0.0019353001 1194583936.0
3799.4652251119 0.0017169734 1057649216.0
3799.4712235537 0.0015084841 926925952.0
3799.4772219955 0.0013100474 802796736.0
3799.4832204373 0.0011219130 684987584.0
3799.4892188791 0.0009443895 573611136.0
3799.4952173208 0.0007779064 468695648.0
3799.5012157626 0.0006231574 370854144.0
3799.5072142044 0.0004813743 280529504.0
3799.5132126462 0.0003546613 198435408.0
3799.5192110880 0.0002460235 123900944.0
3799.5252095298 0.0001586263 50051124.0
3799.5312079716 0.0000943754 12308053.0
3799.5372064134 0.0000528280 4145912.8
3799.5432048552 0.0000316031 2135382.5
3799.5492032970 0.0000282892 1911342.1
3799.5552017388 0.0000424144 2988127.8
3799.5612001806 0.0000758387 7713225.0
3799.5671986224 0.0001312358 29265308.0
3799.5731970642 0.0002099416 94996064.0
3799.5791955059 0.0003108869 169515920.0
3799.5851939477 0.0004312228 248108864.0
3799.5911923895 0.0005677720 335624608.0
3799.5971908313 0.0007180839 430687328.0
3799.6031892731 0.0008806539 533494240.0
3799.6091877149 0.0010546601 642843392.0
3799.6151861567 0.0012396696 758694400.0
3799.6211845985 0.0014354688 880845056.0
3799.6271830403 0.0016419636 1009591424.0
3799.6331814821 0.0018591007 1145697408.0
3799.6391799238 0.0020868218 1288451712.0
3799.6451783656 0.0023250666 1437321600.0
3799.6511768074 0.0025738092 1592724864.0
3799.6571752492 0.0028330931 1754590336.0
3799.6631736910 0.0031030510 1923051392.0
3799.6691721328 0.0033839065 2098250496.0
3799.6751705746 0.0036759379 2280082688.0
3799.6811690163 0.0039793738 2468779776.0
3799.6871674581 0.0042942342 2665371136.0
3799.6931658999 0.0046202232 2871482880.0
3799.6991643417 0.0049567893 3085541376.0
3799.7051627835 0.0053033294 3300636160.0
3799.7111612253 0.0056593653 3522901504.0
3799.7171596671 0.0060245621 3752340736.0
3799.7231581088 0.0063986262 3986966272.0
3799.7291565506 0.0067812000 4226423552.0
3799.7351549924 0.0071718069 4471387136.0
3799.7411534342 0.0075698409 4721570304.0
3799.7471518760 0.0079745983 4976912896.0
3799.7531503178 0.0083853242 5234782208.0
3799.7591487595 0.0088011718 5494360576.0
3799.7651472013 0.0092209918 5758102528.0
3799.7711456431 0.0096430214 6027786240.0
3799.7771440849 0.0100646861 6296664064.0
3799.7831425267 0.0104826766 6565540352.0
3799.7891409684 0.0108932643 6828335616.0
3799.7951394102 0.0112926202 7084656640.0
3799.8011378520 0.0116767732 7328016384.0
3799.8071362938 0.0120408648 7561501696.0
3799.8131347356 0.0123776363 7782151680.0
3799.8191331773 0.0126755816 7994803712.0
3799.8251316191 0.0129174777 8188814848.0
3799.8311300609 0.0130796133 8335293440.0
3799.8371285027 0.0131312222 8416886272.0
3799.8431269445 0.0130333494 8425181696.0
3799.8491253862 0.0127373694 8328303616.0
3799.8551238280 0.0121856388 8096900096.0
3799.8611222698 0.0113196229 7679379456.0
3799.8671207116 0.0101017718 7017244160.0
3799.8731191533 0.0085509156 6040832512.0
3799.8791175951 0.0067745443 4624984576.0
3799.8851160369 0.0049677556 2605966592.0
3799.8911144787 0.0033620204 922818368.0
3799.8971129204 0.0021492441 352782624.0
3799.9031113622 0.0014368112 216037840.0
3799.9091098040 0.0012651095 193235776.0
3799.9151082458 0.0016583070 234488944.0
3799.9211066875 0.0026473732 433445920.0
3799.9271051293 0.0042374630 1240492544.0
3799.9331035711 0.0063544707 3319529216.0
3799.9391020129 0.0088306913 5599326720.0
3799.9451004546 0.0114514087 7503142912.0
3799.9510988964 0.0140268652 9169448960.0
3799.9570973382 0.0164384407 10657453056.0
3799.9630957800 0.0186404916 11990166528.0
3799.9690942217 0.0206356222 13185947648.0
3799.9750926635 0.0224484065 14267805696.0
3799.9810911053 0.0241089047 15255311360.0
3799.9870895470 0.0256448931 16178680832.0
3799.9930879888 0.0270788098 17057965056.0
3799.9990864306 0.0284273755 17892767744.0
3800.0050848723 0.0297033306 18679273472.0
3800.0110833141 0.0309184655 19427575808.0
3800.0170817559 0.0320861377 20138323968.0
3800.0230801977 0.0332211708 20785905664.0
3800.0290786394 0.0343365843 21457891328.0
3800.0350770812 0.0354394814 22180274176.0
3800.0410755230 0.0365296924 22902059008.0
3800.0470739647 0.0376023181 23569088512.0
3800.0530724065 0.0386514784 24220104704.0
3800.0590708483 0.0396712426 24868669440.0
3800.0650692900 0.0406503280 25488457728.0
3800.0710677318 0.0415552513 26099298304.0
3800.0770661736 0.0422924584 26687078400.0
3800.0830646153 0.0426480233 27254614016.0
3800.0890630571 0.0422486316 27773239296.0
3800.0950614989 0.0406598032 28203655168.0
3800.1010599406 0.0377260244 28351549440.0
3800.1070583824 0.0340233416 26763243520.0
3800.1130568242 0.0309672907 12886110208.0
3800.1190552659 0.0301883406 3230012160.0
3800.1250537077 0.0324750662 11961903104.0
3800.1310521495 0.0372001032 28359884800.0
3800.1370505912 0.0427906052 31602659328.0
3800.1430490330 0.0477771240 32699322368.0
3800.1490474747 0.0514894935 33595813888.0
3800.1550459165 0.0540145128 34424750080.0
3800.1610443583 0.0557590527 35174989824.0
3800.1670428000 0.0570947060 35873583104.0
3800.1730412418 0.0582437349 36516413440.0
3800.1790396836 0.0593106225 37151899648.0
3800.1850381253 0.0603388310 37776637952.0
3800.1910365671 0.0613454639 38410960896.0
3800.1970350088 0.0623355576 39036964864.0
3800.2030334506 0.0633075316 39652687872.0
3800.2090318924 0.0642569827 40260800512.0
3800.2150303341 0.0651815437 40873742336.0
3800.2210287759 0.0660853138 41437204480.0
3800.2270272176 0.0669775635 41882648576.0
3800.2330256594 0.0678629316 42337095680.0
3800.2390241012 0.0687317457 43040952320.0
3800.2450225429 0.0695667380 43824369664.0
3800.2510209847 0.0703688564 44350431232.0
3800.2570194264 0.0711774341 44421992448.0
3800.2630178682 0.0720544959 44429594624.0
3800.2690163099 0.0730380574 45350297600.0
3800.2750147517 0.0741085823 46578339840.0
3800.2810131935 0.0752040235 47391629312.0
3800.2870116352 0.0762678894 47925039104.0
3800.2930100770 0.0772823870 48354525184.0
3800.2990085187 0.0782593347 48866701312.0
3800.3050069605 0.0792032904 49570414592.0
3800.3110054022 0.0800752306 50317049856.0
3800.3170038440 0.0807615020 50963869696.0
3800.3230022857 0.0810227046 51438837760.0
3800.3290007275 0.0804072440 51768676352.0
3800.3349991693 0.0782011350 51893477376.0
3800.3409976110 0.0736134270 51626782720.0
3800.3469960528 0.0663763693 50359410688.0
3800.3529944945 0.0575525397 44875522048.0
3800.3589929363 0.0497870187 20928837632.0
3800.3649913780 0.0462934592 3624921600.0
3800.3709898198 0.0489468882 9619414016.0
3800.3769882615 0.0569962110 39243784192.0
