# wavelength normalized_flux flux
3798.9253653490 0.3041228525 429410763145216.0
3798.9313637908 0.3902856816 442896255811584.0
3798.9373622327 0.4548139017 448730566230016.0
3798.9433606745 0.4945055798 451469815840768.0
3798.9493591163 0.5146027172 452888732106752.0
3798.9553575581 0.5229037978 453476203102208.0
3798.9613559999 0.5254832810 453049759825920.0
3798.9673544418 0.5257299322 451829116698624.0
3798.9733528836 0.5251777134 450275345170432.0
3798.9793513254 0.5244333232 449075069583360.0
3798.9853497672 0.5236306122 448722278285312.0
3798.9913482090 0.5225517365 449132783206400.0
3798.9973466509 0.5206694360 449638012289024.0
3799.0033450927 0.5172675445 449239754735616.0
3799.0093435345 0.5116956728 446603785666560.0
3799.0153419763 0.5037207906 439919843475456.0
3799.0213404181 0.4938378800 427944367357952.0
3799.0273388600 0.4833426573 412256797982720.0
3799.0333373018 0.4740341315 397444932173824.0
3799.0393357436 0.4676115472 388353593704448.0
3799.0453341854 0.4650374534 387179222138880.0
3799.0513326272 0.4661931536 392968636727296.0
3799.0573310690 0.4699977433 402353744248832.0
3799.0633295109 0.4748969250 411097593020416.0
3799.0693279527 0.4794273928 416433754341376.0
3799.0753263945 0.4825534983 418428531769344.0
3799.0813248363 0.4836549549 418831352725504.0
3799.0873232781 0.4822901102 418823131889664.0
3799.0933217199 0.4779984870 417766368608256.0
3799.0993201617 0.4703477291 413508445405184.0
3799.1053186036 0.4592269811 403787189583872.0
3799.1113170454 0.4451919228 388026840645632.0
3799.1173154872 0.4296099383 368288949338112.0
3799.1233139290 0.4144628883 348494653030400.0
3799.1293123708 0.4018512509 332647901429760.0
3799.1353108126 0.3933817146 323401273049088.0
3799.1413092544 0.3896467100 321685702049792.0
3799.1473076963 0.3899521941 326885699485696.0
3799.1533061381 0.3923903027 336909817610240.0
3799.1593045799 0.3943014480 347909732171776.0
3799.1653030217 0.3930681983 354131965378560.0
3799.1713014635 0.3870015158 349709424132096.0
3799.1772999053 0.3759284323 333438443847680.0
3799.1832983471 0.3611578143 311195949072384.0
3799.1892967889 0.3448259100 290599768948736.0
3799.1952952307 0.3289749640 274883443425280.0
3799.2012936725 0.3148097375 263416082071552.0
3799.2072921144 0.3023871892 255380483473408.0
3799.2132905562 0.2907638824 250530475540480.0
3799.2192889980 0.2785227443 246602644062208.0
3799.2252874398 0.2645401440 237924696195072.0
3799.2312858816 0.2487192116 219866472644608.0
3799.2372843234 0.2323222045 195792526639104.0
3799.2432827652 0.2176952327 174302305452032.0
3799.2492812070 0.2075400251 160579935272960.0
3799.2552796488 0.2041171398 155421109125120.0
3799.2612780906 0.2086595014 158697598746624.0
3799.2672765324 0.2210245173 171200483426304.0
3799.2732749742 0.2395432567 194100963835904.0
3799.2792734160 0.2611691273 225651508379648.0
3799.2852718578 0.2820917746 257316389650432.0
3799.2912702997 0.2987426850 278356494909440.0
3799.2972687415 0.3087566748 285206967746560.0
3799.3032671833 0.3113789819 281657345048576.0
3799.3092656251 0.3071763816 273149904027648.0
3799.3152640669 0.2974100102 263027471417344.0
