# wavelength normalized_flux flux
3798.9253653490 0.1069961621 44852674822144.0
3798.9313637908 0.1372972638 46375244922880.0
3798.9373622327 0.1599976239 46842700103680.0
3798.9433606745 0.1740040222 47096510021632.0
3798.9493591163 0.1811988292 47272561737728.0
3798.9553575581 0.1843497392 47390878859264.0
3798.9613559999 0.1855902012 47456943341568.0
3798.9673544418 0.1860799068 47480376918016.0
3798.9733528836 0.1863086576 47484638330880.0
3798.9793513254 0.1864448553 47502589952000.0
3798.9853497672 0.1865239215 47551529091072.0
3798.9913482090 0.1865161787 47611776073728.0
3798.9973466509 0.1863485796 47638909026304.0
3799.0033450927 0.1859219952 47604964524032.0
3799.0093435345 0.1851429752 47510840147968.0
3799.0153419763 0.1839752984 47295844319232.0
3799.0213404181 0.1824933178 46778153959424.0
3799.0273388600 0.1808942393 45946087931904.0
3799.0333373018 0.1794352059 45219194077184.0
3799.0393357436 0.1783156493 44953732382720.0
3799.0453341854 0.1775796099 45029066276864.0
3799.0513326272 0.1771065795 45190962216960.0
3799.0573310690 0.1766937070 45275812986880.0
3799.0633295109 0.1761682876 45161514008576.0
3799.0693279527 0.1754579259 44848241442816.0
3799.0753263945 0.1745833188 44472406638592.0
3799.0813248363 0.1735899222 44168650948608.0
3799.0873232781 0.1724688093 43981652099072.0
3799.0933217199 0.1711200774 43860067614720.0
3799.0993201617 0.1693860483 43650444689408.0
3799.1053186036 0.1671403265 43158096314368.0
3799.1113170454 0.1643842678 42297836175360.0
3799.1173154872 0.1612946576 41169513873408.0
3799.1233139290 0.1581909398 39997730193408.0
3799.1293123708 0.1554313243 39017806561280.0
3799.1353108126 0.1532779121 38386752552960.0
3799.1413092544 0.1517765478 38147207462912.0
3799.1473076963 0.1506870791 38232418942976.0
3799.1533061381 0.1494963827 38494130929664.0
3799.1593045799 0.1475520963 38720442990592.0
3799.1653030217 0.1443302753 38531741253632.0
3799.1713014635 0.1397539029 37184128155648.0
3799.1772999053 0.1343600161 34251510644736.0
3799.1832983471 0.1291241848 31100543959040.0
3799.1892967889 0.1249766331 29647171485696.0
3799.1952952307 0.1223144030 30092837257216.0
3799.2012936725 0.1208325058 30968912019456.0
3799.2072921144 0.1197189876 31080920907776.0
3799.2132905562 0.1179938588 30859820269568.0
3799.2192889980 0.1147957768 30805155905536.0
3799.2252874398 0.1096158154 30227092733952.0
3799.2312858816 0.1025297141 27889766498304.0
3799.2372843234 0.0943373749 23994642202624.0
3799.2432827652 0.0864394846 20238691205120.0
3799.2492812070 0.0804279765 17748824424448.0
3799.2552796488 0.0775761238 16731930099712.0
3799.2612780906 0.0784533159 17135259615232.0
3799.2672765324 0.0827695993 18946019295232.0
3799.2732749742 0.0894523055 22080292651008.0
3799.2792734160 0.0969352532 25827955703808.0
3799.2852718578 0.1036050157 28695712497664.0
3799.2912702997 0.1082495302 29896577384448.0
3799.2972687415 0.1102961155 29880865521664.0
3799.3032671833 0.1097221720 29156651827200.0
3799.3092656251 0.1067346592 28032689504256.0
3799.3152640669 0.1014897994 26991239626752.0
3799.3212625087 0.0941178397 26136530649088.0
3799.3272609505 0.0850798227 23857345855488.0
3799.3332593923 0.0755466415 18741899296768.0
3799.3392578341 0.0673633326 13821510942720.0
3799.3452562759 0.0624399378 11434169729024.0
3799.3512547177 0.0618840959 11561535012864.0
3799.3572531595 0.0654301193 14145488420864.0
3799.3632516013 0.0715384851 18741435826176.0
3799.3692500431 0.0781105739 22555796701184.0
3799.3752484849 0.0833863820 23666408554496.0
3799.3812469267 0.0865124402 23458675163136.0
3799.3872453685 0.0875429800 22978165211136.0
3799.3932438103 0.0870413572 22457008259072.0
3799.3992422521 0.0856396843 21928899248128.0
3799.4052406939 0.0837950902 21401094324224.0
3799.4112391357 0.0817543159 20872345681920.0
3799.4172375775 0.0796193552 20334673657856.0
3799.4232360193 0.0774210448 19779018555392.0
3799.4292344611 0.0751652078 19201412562944.0
3799.4352329029 0.0728525028 18605232095232.0
3799.4412313447 0.0704826404 17997932527616.0
3799.4472297865 0.0680518324 17384085651456.0
3799.4532282283 0.0655488450 16760988237824.0
3799.4592266701 0.0629512814 16120117460992.0
3799.4652251119 0.0602191738 15451001192448.0
3799.4712235537 0.0572792321 14744087953408.0
3799.4772219955 0.0539963333 13992111112192.0
3799.4832204373 0.0501477587 13189558304768.0
3799.4892188791 0.0454463365 12324561747968.0
3799.4952173208 0.0396639155 11313968316416.0
3799.5012157626 0.0328373803 9681463410688.0
3799.5072142044 0.0254202225 6507656642560.0
3799.5132126462 0.0182098120 3123733594112.0
3799.5192110880 0.0120346976 1349190942720.0
3799.5252095298 0.0074054630 674878914560.0
3799.5312079716 0.0043728419 411226177536.0
3799.5372064134 0.0026505993 296508981248.0
3799.5432048552 0.0018622348 248948047872.0
3799.5492032970 0.0017459861 242098274304.0
3799.5552017388 0.0022564024 272438788096.0
3799.5612001806 0.0035787585 356070850560.0
3799.5671986224 0.0060636134 546067808256.0
3799.5731970642 0.0100601005 1010072158208.0
3799.5791955059 0.0156704860 2253636763648.0
3799.5851939477 0.0225586372 5079740973056.0
3799.5911923895 0.0299853358 8653524959232.0
3799.5971908313 0.0371003617 10789795659776.0
3799.6031892731 0.0432990626 11936514179072.0
3799.6091877149 0.0483943988 12843549196288.0
3799.6151861567 0.0525323696 13677694550016.0
3799.6211845985 0.0559847868 14458658226176.0
3799.6271830403 0.0589885903 15187337805824.0
3799.6331814821 0.0616945243 15861463121920.0
3799.6391799238 0.0641891829 16477121937408.0
3799.6451783656 0.0665335396 17035710955520.0
3799.6511768074 0.0687863349 17554175164416.0
3799.6571752492 0.0710065203 18066490523648.0
3799.6631736910 0.0732418158 18609963270144.0
3799.6691721328 0.0755149841 19204715577344.0
3799.6751705746 0.0778189224 19840320405504.0
3799.6811690163 0.0801258407 20478924161024.0
3799.6871674581 0.0824063229 21077721874432.0
3799.6931658999 0.0846466692 21621953789952.0
3799.6991643417 0.0868535911 22140050997248.0
3799.7051627835 0.0890444508 22676995309568.0
3799.7111612253 0.0912316955 23249928847360.0
3799.7171596671 0.0934129620 23837475340288.0
3799.7231581088 0.0955711234 24409555337216.0
3799.7291565506 0.0976778656 24954869383168.0
3799.7351549924 0.0996892767 25479843151872.0
3799.7411534342 0.1015268824 25994318577664.0
3799.7471518760 0.1030515267 26500638179328.0
3799.7531503178 0.1040554704 26978790932480.0
3799.7591487595 0.1043081605 27344100130816.0
3799.7651472013 0.1036741242 27379858669568.0
3799.7711456431 0.1022685417 26784561102848.0
3799.7771440849 0.1005558094 25536931823616.0
3799.7831425267 0.0992891490 24201964552192.0
3799.7891409684 0.0992696070 23530408247296.0
3799.7951394102 0.1010265784 23968587186176.0
3799.8011378520 0.1045925215 25510373490688.0
3799.8071362938 0.1094997016 27706861289472.0
3799.8131347356 0.1149950988 29863398342656.0
3799.8191331773 0.1203442743 31495116816384.0
3799.8251316191 0.1250597359 32581527535616.0
3799.8311300609 0.1289564628 33347122233344.0
3799.8371285027 0.1320423396 33979600207872.0
3799.8431269445 0.1343143368 34559844417536.0
3799.8491253862 0.1355343833 35095094231040.0
3799.8551238280 0.1350590279 35587234988032.0
3799.8611222698 0.1318421427 35973022875648.0
3799.8671207116 0.1247540097 35884061687808.0
3799.8731191533 0.1132152727 33885620535296.0
