# wavelength normalized_flux flux
3798.9253653490 0.2837032436 355227886682112.0
3798.9313637908 0.3642918823 367951895068672.0
3798.9373622327 0.4247577512 373197727858688.0
3798.9433606745 0.4620408993 375635692224512.0
3798.9493591163 0.4809697885 376938208165888.0
3798.9553575581 0.4887935111 377409010401280.0
3798.9613559999 0.4911862443 377032596783104.0
3798.9673544418 0.4913363689 375893490925568.0
3798.9733528836 0.4907102813 374404244570112.0
3798.9793513254 0.4899094102 373226349789184.0
3798.9853497672 0.4890849979 372848359112704.0
3798.9913482090 0.4880413248 373210075889664.0
3798.9973466509 0.4862682340 373704533999616.0
3799.0033450927 0.4830529741 373465894879232.0
3799.0093435345 0.4777266306 371384580571136.0
3799.0153419763 0.4700123567 365855481266176.0
3799.0213404181 0.4603421786 355587724410880.0
3799.0273388600 0.4499433572 341773364756480.0
3799.0333373018 0.4405536555 328560401186816.0
3799.0393357436 0.4338242071 320302185709568.0
3799.0453341854 0.4306854860 318919776665600.0
3799.0513326272 0.4310113781 323482273447936.0
3799.0573310690 0.4337543071 330908473229312.0
3799.0633295109 0.4374461312 337402530889728.0
3799.0693279527 0.4407530159 340700763783168.0
3799.0753263945 0.4427732153 341257129820160.0
3799.0813248363 0.4429700700 340924638953472.0
3799.0873232781 0.4408953668 340755390398464.0
3799.0933217199 0.4359949589 339922770722816.0
3799.0993201617 0.4277064961 336092330983424.0
3799.1053186036 0.4158257444 326883954655232.0
3799.1113170454 0.4009049307 311745805549568.0
3799.1173154872 0.3844008041 292881906532352.0
3799.1233139290 0.3684316628 274275235790848.0
3799.1293123708 0.3552194511 259691405901824.0
3799.1353108126 0.3464361359 251381516599296.0
3799.1413092544 0.3426772845 249976374427648.0
3799.1473076963 0.3432063753 254840156454912.0
3799.1533061381 0.3460469455 264166124290048.0
3799.1593045799 0.3484628351 274609320493056.0
3799.1653030217 0.3477777872 280899115548672.0
3799.1713014635 0.3422934774 277319914618880.0
3799.1772999053 0.3318901380 262656158072832.0
3799.1832983471 0.3179617826 242953968680960.0
3799.1892967889 0.3027015639 225681304715264.0
3799.1952952307 0.2881425837 213362667421696.0
3799.2012936725 0.2754377573 204642256420864.0
3799.2072921144 0.2646130669 198433797308416.0
3799.2132905562 0.2547545474 194827383734272.0
3799.2192889980 0.2445067252 192451612508160.0
3799.2252874398 0.2327617747 186695936901120.0
3799.2312858816 0.2193256034 173185647509504.0
3799.2372843234 0.2052409230 154345890906112.0
3799.2432827652 0.1925608647 137401926156288.0
3799.2492812070 0.1836931682 126610963431424.0
3799.2552796488 0.1806660047 122562679930880.0
3799.2612780906 0.1845850630 125130533502976.0
3799.2672765324 0.1953178804 134836647886848.0
3799.2732749742 0.2113655234 152650049912832.0
3799.2792734160 0.2300076633 177274859028480.0
3799.2852718578 0.2478660382 201819942813696.0
3799.2912702997 0.2618140206 217529591005184.0
3799.2972687415 0.2698303722 221849287917568.0
3799.3032671833 0.2713341589 218152092827648.0
3799.3092656251 0.2668866064 210878347608064.0
3799.3152640669 0.2576085735 202731683840000.0
3799.3212625087 0.2448071958 193223146340352.0
3799.3272609505 0.2300049478 179283293110272.0
3799.3332593923 0.2151137284 160571211120640.0
3799.3392578341 0.2023246736 143028282982400.0
3799.3452562759 0.1935482898 132855468392448.0
3799.3512547177 0.1896825246 131889125916672.0
3799.3572531595 0.1902024237 138814207033344.0
3799.3632516013 0.1933813528 149419177541632.0
3799.3692500431 0.1970400764 157405887332352.0
3799.3752484849 0.1993954124 159473242996736.0
3799.3812469267 0.1995646704 157241353175040.0
3799.3872453685 0.1975557612 153336254824448.0
3799.3932438103 0.1939033159 149078012854272.0
3799.3992422521 0.1892541570 144841094725632.0
3799.4052406939 0.1841139181 140671881052160.0
3799.4112391357 0.1787867106 136545164066816.0
3799.4172375775 0.1734270212 132407718051840.0
3799.4232360193 0.1681135945 128245584363520.0
3799.4292344611 0.1628967203 124112945020928.0
3799.4352329029 0.1578104988 120129539014656.0
3799.4412313447 0.1528627110 116397740916736.0
3799.4472297865 0.1480190789 112900597350400.0
3799.4532282283 0.1431900682 109506935652352.0
3799.4592266701 0.1382125622 106047549210624.0
3799.4652251119 0.1328095004 102409812574208.0
3799.4712235537 0.1265291411 98549802991616.0
3799.4772219955 0.1187207156 94406174572544.0
3799.4832204373 0.1086551776 89592816467968.0
3799.4892188791 0.0958574720 82356434108416.0
3799.4952173208 0.0805346235 68470561570816.0
3799.5012157626 0.0637934771 47631657074688.0
3799.5072142044 0.0473880413 28259165143040.0
3799.5132126462 0.0330711016 15492828889088.0
3799.5192110880 0.0219511440 8656929685504.0
3799.5252095298 0.0142392747 5461319352320.0
3799.5312079716 0.0094466280 4046968061952.0
3799.5372064134 0.0067992042 3425670791168.0
3799.5432048552 0.0056028730 3176036564992.0
3799.5492032970 0.0054446906 3144404434944.0
3799.5552017388 0.0062626058 3312364027904.0
3799.5612001806 0.0083506258 3780496850944.0
3799.5671986224 0.0123118676 4856653807616.0
3799.5731970642 0.0189048262 7296935002112.0
3799.5791955059 0.0287304158 12661376942080.0
3799.5851939477 0.0418221052 23206295502848.0
3799.5911923895 0.0573647383 40401427759104.0
3799.5971908313 0.0738000381 61095062536192.0
3799.6031892731 0.0893531941 76901834031104.0
3799.6091877149 0.1026807454 85614225522688.0
3799.6151861567 0.1132304993 91210467246080.0
3799.6211845985 0.1211533305 95754014162944.0
3799.6271830403 0.1269565640 99515306606592.0
3799.6331814821 0.1312022379 102307840655360.0
3799.6391799238 0.1343971706 104044592889856.0
3799.6451783656 0.1370208178 104969881518080.0
3799.6511768074 0.1395670745 105660431728640.0
3799.6571752492 0.1425267720 106824426586112.0
3799.6631736910 0.1463134668 109065132834816.0
3799.6691721328 0.1511764806 112729209700352.0
3799.6751705746 0.1571477775 117847367876608.0
3799.6811690163 0.1640502864 124103658831872.0
3799.6871674581 0.1715683589 130891082891264.0
3799.6931658999 0.1793546777 137548995231744.0
3799.6991643417 0.1871316350 143686788710400.0
3799.7051627835 0.1947482021 149305679675392.0
3799.7111612253 0.2021749328 154652393865216.0
3799.7171596671 0.2094453071 159971241099264.0
3799.7231581088 0.2165638370 165400717295616.0
3799.7291565506 0.2233980687 170997395226624.0
3799.7351549924 0.2295705786 176742165643264.0
3799.7411534342 0.2343887411 182437627822080.0
3799.7471518760 0.2368880722 187449988874240.0
3799.7531503178 0.2360712676 190205931814912.0
3799.7591487595 0.2313430792 187985903484928.0
3799.7651472013 0.2229841175 178458156072960.0
3799.7711456431 0.2123971244 163058450169856.0
3799.7771440849 0.2019329217 147165443784704.0
3799.7831425267 0.1943397207 135711856525312.0
3799.7891409684 0.1920819454 130875857567744.0
3799.7951394102 0.1967777047 133340715810816.0
3799.8011378520 0.2088638452 143675849965568.0
3799.8071362938 0.2275032917 162330688094208.0
3799.8131347356 0.2507669088 187865057198080.0
3799.8191331773 0.2761197046 215105551728640.0
3799.8251316191 0.3011010158 238048394608640.0
3799.8311300609 0.3239087891 255155652001792.0
3799.8371285027 0.3435919067 268616264056832.0
3799.8431269445 0.3597710582 280035525132288.0
3799.8491253862 0.3720705474 290194095865856.0
3799.8551238280 0.3795758507 299043171336192.0
3799.8611222698 0.3806337077 305867438161920.0
3799.8671207116 0.3732355908 308229871501312.0
3799.8731191533 0.3560107897 300255828508672.0
3799.8791175951 0.3294516290 274360363384832.0
3799.8851160369 0.2966375407 230740306427904.0
3799.8911144787 0.2628540898 184677553930240.0
3799.8971129204 0.2341975434 151583874613248.0
3799.9031113622 0.2159306320 134457273090048.0
3799.9091098040 0.2113361389 130385753145344.0
3799.9151082458 0.2211927600 138336098320384.0
3799.9211066875 0.2435709349 160955711356928.0
3799.9271051293 0.2739121046 201335114825728.0
3799.9331035711 0.3058385460 251569119428608.0
3799.9391020129 0.3329804845 288907618942976.0
3799.9451004546 0.3512173605 299007670747136.0
3799.9510988964 0.3600491214 289664405602304.0
3799.9570973382 0.3622025998 275566812987392.0
3799.9630957800 0.3617488164 266153687515136.0
3799.9690942217 0.3618869781 265111402971136.0
3799.9750926635 0.3635248407 272441855180800.0
3799.9810911053 0.3651586958 284857632555008.0
3799.9870895470 0.3639117330 295276753453056.0
3799.9930879888 0.3571676447 294817963704320.0
3799.9990864306 0.3440362905 279206780993536.0
3800.0050848723 0.3259797085 252893865181184.0
3800.0110833141 0.3063711569 225661255942144.0
3800.0170817559 0.2893416752 204781993852928.0
3800.0230801977 0.2785704180 192931726098432.0
3800.0290786394 0.2764899128 190283308335104.0
3800.0350770812 0.2839355752 196703042928640.0
3800.0410755230 0.2999976003 212517850710016.0
3800.0470739647 0.3219461737 237818093764608.0
3800.0530724065 0.3454274969 270211106209792.0
3800.0590708483 0.3652784026 301972070596608.0
3800.0650692900 0.3770157650 320744735113216.0
3800.0710677318 0.3784734668 317695476105216.0
3800.0770661736 0.3707083635 296226981412864.0
3800.0830646153 0.3576065162 268992476348416.0
3800.0890630571 0.3444331777 247424123666432.0
3800.0950614989 0.3362135376 236370387795968.0
3800.1010599406 0.3367622624 235726646018048.0
3800.1070583824 0.3484996125 243035052965888.0
3800.1130568242 0.3725292841 257594908213248.0
3800.1190552659 0.4084017673 284089571606528.0
3800.1250537077 0.4535923104 328972181176320.0
3800.1310521495 0.5033846803 389084577005568.0
3800.1370505912 0.5518186899 446319713845248.0
3800.1430490330 0.5935266860 483961612533760.0
3800.1490474747 0.6254395882 502072281661440.0
3800.1550459165 0.6473612505 509257157967872.0
3800.1610443583 0.6612584748 512130289762304.0
3800.1670428000 0.6699369226 513899950505984.0
3800.1730412418 0.6759023298 515966635081728.0
3800.1790396836 0.6807694766 518977004503040.0
3800.1850381253 0.6851225678 523130875412480.0
3800.1910365671 0.6885731218 528115453394944.0
3800.1970350088 0.6898567254 533020842917888.0
3800.2030334506 0.6869803085 536342194814976.0
3800.2090318924 0.6775574449 535827503382528.0
3800.2150303341 0.6594803163 527964055797760.0
3800.2210287759 0.6319149818 508101107122176.0
3800.2270272176 0.5963004105 472202898046976.0
3800.2330256594 0.5567883911 423678625972224.0
3800.2390241012 0.5196539050 374446858698752.0
3800.2450225429 0.4916763048 338001007738880.0
3800.2510209847 0.4780360626 322185965076480.0
3800.2570194264 0.4805273617 329147268202496.0
3800.2630178682 0.4967802174 357499790163968.0
3800.2690163099 0.5208707369 400173645692928.0
3800.2750147517 0.5452509979 441602833121280.0
3800.2810131935 0.5633587276 464785757962240.0
