# wavelength normalized_flux flux
3798.9253653490 0.1127905528 7699722403840.0
3798.9313637908 0.1443863007 7823702360064.0
3798.9373622327 0.1678366657 7879307821056.0
3798.9433606745 0.1820738921 7912477425664.0
3798.9493591163 0.1891665858 7925755019264.0
3798.9553575581 0.1920998853 7919772893184.0
3798.9613559999 0.1931785525 7904027475968.0
3798.9673544418 0.1936629768 7898025426944.0
3798.9733528836 0.1940662446 7917340196864.0
3798.9793513254 0.1945090468 7958216310784.0
3798.9853497672 0.1949410044 8000105349120.0
3798.9913482090 0.1952607447 8023421485056.0
3798.9973466509 0.1953778689 8023491215360.0
3799.0033450927 0.1952321311 8010337353728.0
3799.0093435345 0.1947924028 8000192905216.0
3799.0153419763 0.1940693599 7994417348608.0
3799.0213404181 0.1931478054 7948430999552.0
3799.0273388600 0.1921947206 7824268591104.0
3799.0333373018 0.1913980557 7735932878848.0
3799.0393357436 0.1908625048 7773859872768.0
3799.0453341854 0.1905489590 7816810594304.0
3799.0513326272 0.1903079109 7811169779712.0
3799.0573310690 0.1899670671 7799562567680.0
3799.0633295109 0.1894029124 7786233593856.0
3799.0693279527 0.1885735819 7755964350464.0
3799.0753263945 0.1875312065 7706584285184.0
3799.0813248363 0.1864155211 7626994745344.0
3799.0873232781 0.1854036343 7519190122496.0
3799.0933217199 0.1846156996 7479552901120.0
3799.0993201617 0.1840351099 7532455657472.0
3799.1053186036 0.1835132281 7560747286528.0
3799.1113170454 0.1828600082 7532148424704.0
3799.1173154872 0.1819465065 7481053937664.0
3799.1233139290 0.1807475392 7421162422272.0
3799.1293123708 0.1793156997 7352570347520.0
3799.1353108126 0.1777206396 7276708495360.0
3799.1413092544 0.1759789596 7201526644736.0
3799.1473076963 0.1739816341 7136522272768.0
3799.1533061381 0.1714429323 7081847947264.0
3799.1593045799 0.1679411243 7024638689280.0
3799.1653030217 0.1631301988 6936097456128.0
3799.1713014635 0.1570903164 6717193584640.0
3799.1772999053 0.1505775600 6169036324864.0
3799.1832983471 0.1448540452 5455429500928.0
3799.1892967889 0.1410527351 5178738606080.0
3799.1952952307 0.1394932549 5488613261312.0
3799.2012936725 0.1394916354 5876398161920.0
3799.2072921144 0.1397719751 5922750464000.0
3799.2132905562 0.1390675120 5850416545792.0
3799.2192889980 0.1364835598 5832438710272.0
3799.2252874398 0.1315991833 5741522452480.0
3799.2312858816 0.1245331103 5388772573184.0
3799.2372843234 0.1160497734 4841973743616.0
3799.2432827652 0.1075426339 4207782133760.0
3799.2492812070 0.1007326383 3654717538304.0
3799.2552796488 0.0971258407 3387179925504.0
3799.2612780906 0.0974585361 3442940051456.0
3799.2672765324 0.1013912420 3805699375104.0
3799.2732749742 0.1076084222 4402112888832.0
3799.2792734160 0.1142964566 4982110158848.0
3799.2852718578 0.1197791886 5289717268480.0
3799.2912702997 0.1230003842 5350701400064.0
3799.2972687415 0.1236389877 5297123885056.0
3799.3032671833 0.1218616487 5164266684416.0
3799.3092656251 0.1179043804 4930073526272.0
3799.3152640669 0.1117671678 4702026596352.0
3799.3212625087 0.1032959481 4625426022400.0
3799.3272609505 0.0927159146 4401583882240.0
