# wavelength normalized_flux flux
3798.9253653490 0.2594273787 288275218563072.0
3798.9313637908 0.3332953188 299793649762304.0
3798.9373622327 0.3888149289 304321149272064.0
3798.9433606745 0.4231319095 306418368380928.0
3798.9493591163 0.4406139419 307566131281920.0
3798.9553575581 0.4478684868 308016398204928.0
3798.9613559999 0.4500867151 307722528489472.0
3798.9673544418 0.4502010920 306735189327872.0
3798.9733528836 0.4495770502 305411601203200.0
3798.9793513254 0.4487917014 304344368939008.0
3798.9853497672 0.4480068330 303988826177536.0
3798.9913482090 0.4470562461 304304002957312.0
3798.9973466509 0.4454699672 304761416974336.0
3799.0033450927 0.4425739027 304641124335616.0
3799.0093435345 0.4377171974 303072655966208.0
3799.0153419763 0.4306002281 298713062834176.0
3799.0213404181 0.4215809549 290315395137536.0
3799.0273388600 0.4117686081 278725543329792.0
3799.0333373018 0.4027630707 267489992769536.0
3799.0393357436 0.3960906439 260375010344960.0
3799.0453341854 0.3926028978 258970690256896.0
3799.0513326272 0.3921666966 262393527533568.0
3799.0573310690 0.3938113200 267936786808832.0
3799.0633295109 0.3962195801 272358388531200.0
3799.0693279527 0.3982474738 273931923619840.0
3799.0753263945 0.3991688475 273400270422016.0
3799.0813248363 0.3985573275 272578052620288.0
3799.0873232781 0.3959840883 272347080687616.0
3799.0933217199 0.3908361817 271788332285952.0
3799.0993201617 0.3824582063 268578263662592.0
3799.1053186036 0.3705691076 260388448894976.0
3799.1113170454 0.3556889076 246728255078400.0
3799.1173154872 0.3392788109 229801436643328.0
3799.1233139290 0.3234650671 213380233166848.0
3799.1293123708 0.3104518748 200778715234304.0
3799.1353108126 0.3018669720 193760453459968.0
3799.1413092544 0.2982629066 192673809956864.0
3799.1473076963 0.2988947764 196908815482880.0
3799.1533061381 0.3018271134 204992816349184.0
3799.1593045799 0.3044044452 214191260565504.0
3799.1653030217 0.3040498363 219964686467072.0
3799.1713014635 0.2991630556 217062194544640.0
3799.1772999053 0.2896997745 204303608315904.0
3799.1832983471 0.2770765489 187557228838912.0
3799.1892967889 0.2634293927 173767951122432.0
3799.1952952307 0.2506626771 164734947033088.0
3799.2012936725 0.2397871953 158577255776256.0
3799.2072921144 0.2307507847 154030126923776.0
3799.2132905562 0.2226623345 151415196483584.0
3799.2192889980 0.2142517880 150058423025664.0
3799.2252874398 0.2044691487 146354617712640.0
3799.2312858816 0.1930726843 136338191941632.0
3799.2372843234 0.1809374050 121601278345216.0
3799.2432827652 0.1698772729 108099478224896.0
3799.2492812070 0.1620593292 99420095905792.0
3799.2552796488 0.1593205362 96134353649664.0
3799.2612780906 0.1626516057 98186291052544.0
3799.2672765324 0.1719060331 105919220285440.0
3799.2732749742 0.1857072910 119866220609536.0
3799.2792734160 0.2016178745 138902992060416.0
